Array Selection Sort:
It took 0.121747 seconds to sort 10000 elements. 
18,                                                       4279714127
30,                                                          7777777
33,                                                                0
76,                                                       1621864515
105,                                                       3491357896
156,                                                        850747397
189,                                                        436779605
212,                                                        945554555
225,                                                       3755092169
335,                                                       3985758957
340,                                                       3874746913
346,                                                       1505450121
349,                                                        222708253
372,                                                       2769752888
452,                                                        446789605
469,                                                        632467556
471,                                                       2490199565
482,                                                       3491359893
519,                                                        588953993
699,                                                       4280546611
704,                                                       1596137881
716,                                                       2359847515
734,                                                       3106681413
831,                                                       4184510145
856,                                                        452617148
879,                                                        688051382
924,                                                             1981
988,                                                       1405158905
1005,                                                       2973036518
1049,                                                       4059399368
1062,                                                       3075065429
1145,                                                        805006933
1160,                                                       2726207318
1171,                                                       1102679412
1253,                                                         31415926
1276,                                                       1084236077
1306,                                                       2938010718
1308,                                                       2029724208
1316,                                                       3078047449
1383,                                                       3279484436
1385,                                                       2115198019
1415,                                                       1828225033
1421,                                                       2418989977
1430,                                                        647569737
1444,                                                        209036677
1448,                                                           456456
1473,                                                          1478963
1526,                                                       4129028697
1574,                                                       1163715209
1584,                                                       1272457383
1638,                                                        373028725
1673,                                                        123454321
1729,                                                           911911
1744,                                                       1272443386
1750,                                                        444787605
1783,                                                       2467689511
1827,                                                       2593299525
1855,                                                       1508639605
1892,                                                       4002367933
1894,                                                         44444444
1924,                                                       1671450389
1949,                                                       1225323798
1953,                                                       2305340239
1978,                                                       3615833588
2021,                                                             1960
2076,                                                        199271335
2093,                                                       2391641720
2111,                                                        786276785
2119,                                                        118476171
2161,                                                        784075158
2164,                                                       3289246795
2225,                                                       4057059461
2243,                                                       3189505846
2260,                                                       1021893004
2270,                                                       1869021021
2278,                                                       1479892602
2298,                                                       3874751909
2303,                                                       2307165529
2318,                                                       3078054433
2352,                                                        355944188
2457,                                                       4263629083
2464,                                                        110972607
2486,                                                       2407565228
2499,                                                        734473557
2508,                                                       2573882827
2514,                                                       3031900000
2552,                                                       2411980986
2584,                                                       4012374937
2628,                                                        542130134
2644,                                                         78563773
2697,                                                        478410857
2701,                                                                0
2754,                                                       2640542061
2783,                                                        698603007
2791,                                                        221028677
2814,                                                       2538002013
2850,                                                       2113998019
2854,                                                       1285817337
2860,                                                       2489299485
2948,                                                        215044681
2983,                                                        195564390
3001,                                                        137201335
3064,                                                       3439967420
3088,                                                       3278686429
3135,                                                       1316992954
3139,                                                       3398633722
3163,                                                        179614941
3167,                                                        129456615
3200,                                                       2920645237
3203,                                                       1706893046
3244,                                                       1096856064
3251,                                                       3207321024
3265,                                                       3874749924
3275,                                                       2006395040
3276,                                                        609571254
3322,                                                       2621358727
3324,                                                       2709555243
3355,                                                       2573134530
3372,                                                       3779814428
3381,                                                         38563779
3415,                                                       1098845827
3431,                                                       2307343243
3486,                                                        199758717
3507,                                                       2066494599
3512,                                                       2007558229
3515,                                                       1503458127
3573,                                                         53880822
3594,                                                       1507173509
3647,                                                       1102679412
3719,                                                       3121576407
3726,                                                        484754828
3732,                                                       3872751909
3748,                                                       4195662789
3801,                                                       3278684428
3806,                                                         89454741
3878,                                                       2469675514
3932,                                                        699061384
3953,                                                        367030725
3984,                                                       3293246791
4004,                                                       1414935413
4023,                                                         23887999
4029,                                                       2329857299
4032,                                                       2602304539
4064,                                                       3215591546
4101,                                                       3021862518
4141,                                                       3396634716
4153,                                                       1013926565
4171,                                                       2621459825
4195,                                                       3148223748
4201,                                                       1382172261
4248,                                                       3434967414
4265,                                                       2574435519
4307,                                                        980184264
4341,                                                       2113996022
4361,                                                       1627888990
4362,                                                        526273754
4401,                                                       3301155585
4425,                                                       1767255616
4446,                                                       2721862518
4478,                                                       1495453121
4494,                                                       2397642709
4511,                                                       1031894999
4532,                                                         76065849
4610,                                                       1767927517
4623,                                                       3320870293
4631,                                                        195749306
4635,                                                         19801980
4797,                                                        805094053
4821,                                                       1912158107
4824,                                                         78563773
4873,                                                       1370022729
4898,                                                        894479157
4976,                                                       2029722207
4981,                                                       2720203316
4990,                                                        489540854
4998,                                                       1129874073
5015,                                                       4194411126
5027,                                                       1999838344
5113,                                                        805594047
5153,                                                       4183334193
5182,                                                       2719207311
5214,                                                       4194411121
5218,                                                       3871747929
5222,                                                       1354119631
5312,                                                        857576297
5345,                                                       1199243830
5355,                                                       2431950419
5374,                                                       1021898997
5480,                                                       3621862518
5490,                                                       2400643715
5492,                                                       3987574305
5528,                                                        457497513
5556,                                                       2100402697
5559,                                                       1198245825
5568,                                                       3042836069
5569,                                                       3877749920
5571,                                                        880755919
5586,                                                       3037893017
5588,                                                       2530995033
5596,                                                       1831235029
5616,                                                       3611829591
5640,                                                       2200504022
5641,                                                        965236041
5660,                                                       3736928711
5717,                                                       1455607859
5722,                                                         20202020
5724,                                                       2250019051
5790,                                                       4012375950
5856,                                                        352256413
5860,                                                       1111845081
5909,                                                       2549169633
5935,                                                        199871325
6012,                                                       2260764513
6048,                                                       1410065407
6071,                                                          2061984
6073,                                                          2051989
6189,                                                       1609434747
6194,                                                       1993822361
6203,                                                       1508647749
6245,                                                             1002
6300,                                                       2036764695
6335,                                                         74108520
6337,                                                         30051985
6339,                                                         24061986
6345,                                                         13041987
6349,                                                          3041991
6350,                                                          2071981
6371,                                                       1000922565
6379,                                                       2742580253
6466,                                                       2929161301
6472,                                                       3396634713
6498,                                                        730935701
6539,                                                       1921045242
6567,                                                          2101988
6582,                                                       2921362517
6602,                                                       2488295484
6613,                                                       3242305457
6706,                                                       2923300428
6735,                                                           196969
6736,                                                         19681968
6744,                                                          8051990
6745,                                                          5051989
6815,                                                        110086695
6827,                                                       1865920557
6874,                                                         12031987
6881,                                                          3031986
6943,                                                       2120562518
6973,                                                       3278998325
7057,                                                       1038548562
7063,                                                         78326165
7088,                                                       3944959500
7231,                                                       2725202313
7278,                                                          4041983
7294,                                                       3096400706
7313,                                                        269327188
7318,                                                        706951284
7332,                                                       1312157591
7464,                                                          1051989
7466,                                                          1041990
7497,                                                       1846456544
7537,                                                       2975604703
7539,                                                        328912476
7602,                                                         11051986
7629,                                                       3955221051
7642,                                                       1097843837
7646,                                                       2702401919
7655,                                                        246369137
7679,                                                       3675437391
7709,                                                       2882206277
7718,                                                       1594583263
7768,                                                          3041980
7804,                                                       2579775626
7874,                                                       1407173516
7881,                                                       2474125874
7883,                                                        404895040
7909,                                                         23011985
7940,                                                             1227
7942,                                                         12101988
7998,                                                        998929571
8012,                                                        356861119
8022,                                                       2542977981
8056,                                                       1791806036
8095,                                                         19071990
8112,                                                           132465
8138,                                                          1061987
8150,                                                       1184760839
8304,                                                         11071986
8307,                                                         10293847
8374,                                                       3868756929
8387,                                                       3463953225
8397,                                                       3757641969
8404,                                                       2541992027
8455,                                                       1868619030
8500,                                                         20081986
8520,                                                         14011988
8547,                                                          2061974
8551,                                                          1051990
8601,                                                       2167719204
8628,                                                       3141589477
8657,                                                       1173173587
8674,                                                         31031987
8773,                                                          1051985
8800,                                                       3893625113
8829,                                                       3926435450
8888,                                                       1173166573
8901,                                                       4184023089
8928,                                                         25041991
8957,                                                         16071991
9033,                                                       1508540977
9047,                                                        355939192
9090,                                                       1084242076
9127,                                                       2600311529
9160,                                                       1837167611
9210,                                                         22031986
9217,                                                       2249502794
9222,                                                         18051989
9228,                                                         17051987
9250,                                                         12081990
9314,                                                       2549155642
9396,                                                       2874830975
9451,                                                         31051991
9455,                                                         30101988
9498,                                                         18121990
9511,                                                         16041988
9529,                                                         13051990
9543,                                                         11091986
9595,                                                       1242851087
9641,                                                       1351126639
9657,                                                       2073243097
9677,                                                        210045685
9679,                                                       1827086881
9696,                                                       2855744408
9700,                                                       1326861293
9817,                                                         13071982
9824,                                                        655547957
9837,                                                         11061984
9977,                                                       1414432341
10074,                                                       1462595872
10087,                                                       2793503690
10105,                                                       1754752216
10127,                                                       3915122570
10157,                                                       3951592152
10158,                                                       1746101592
10159,                                                       3438898845
10189,                                                       2466476841
10203,                                                       1133666491
10245,                                                        965634596
10246,                                                       3288447109
10262,                                                       3672961462
10264,                                                       4060639032
10311,                                                       1482967540
10323,                                                       1749763380
10336,                                                        736267797
10352,                                                        732689099
10378,                                                        755263402
10394,                                                         63089499
10396,                                                       1275017091
10415,                                                       2727658371
10423,                                                       1050883012
10450,                                                       4011451150
10467,                                                       3256024734
10474,                                                       3960440926
10515,                                                       1193873960
10519,                                                       1606707462
10551,                                                       3390886811
10581,                                                       1378272639
10598,                                                       1002835480
10612,                                                       3647194880
10652,                                                       1505578728
10670,                                                       1688963933
10697,                                                         31282559
10754,                                                       3918574157
10773,                                                        636348432
10779,                                                       3241931893
10808,                                                       3676807317
10826,                                                       2594249044
10831,                                                       4258574404
10844,                                                       2276399021
10851,                                                       1907117419
10863,                                                        872270937
10868,                                                        234527173
10874,                                                       2294452828
10886,                                                        542960789
10927,                                                       3171402129
10983,                                                        302918765
11010,                                                       1969538630
11045,                                                       1764636145
11050,                                                       2987192326
11078,                                                       2744681538
11134,                                                       1489898520
11181,                                                       2733135336
11210,                                                        725656665
11219,                                                       3547930861
11244,                                                        992704782
11297,                                                       2380967980
11323,                                                       4133557735
11368,                                                       3313985729
11419,                                                        137578238
11470,                                                       1181745797
11481,                                                       2318589156
11485,                                                        584178530
11503,                                                       2817822854
11558,                                                       2095310526
11594,                                                       1945196044
11644,                                                       3339061088
11653,                                                       1175007289
11705,                                                       2120938084
11707,                                                       1322230773
11745,                                                       3372311913
11751,                                                       3833909506
11786,                                                        258857816
11787,                                                       1094704680
11835,                                                        339417685
11891,                                                       2854277689
11897,                                                       2767755057
